,year,rank,name,citizenship,age,net_worth,residence,source,category,continents
327,2010.0,316.0,Herbert Kohler Jr & family,United States,71.0,3.0,United States,,,North America
328,2010.0,316.0,Uday Kotak,India,51.0,3.0,India,,,Asia
329,2010.0,316.0,Edward Lampert,United States,47.0,3.0,United States,,,North America
330,2010.0,316.0,Theodore Lerner,United States,84.0,3.0,United States,,,North America
331,2010.0,316.0,Joseph Lewis,United Kingdom,73.0,3.0,Bahamas,,,Europe
332,2010.0,316.0,George Lucas,United States,65.0,3.0,United States,,,North America
333,2010.0,316.0,Husnu Ozyegin,Turkey,65.0,3.0,Turkey,,,Asia
334,2010.0,316.0,Liselott Persson,Sweden,60.0,3.0,Sweden,,,Europe
335,2010.0,316.0,Donald Schneider,United States,74.0,3.0,United States,,,North America
336,2010.0,316.0,Martua Sitorus,Indonesia,50.0,3.0,Singapore,,,Asia
337,2010.0,316.0,Steven Spielberg,United States,63.0,3.0,United States,,,North America
338,2010.0,316.0,Warren Stephens,United States,53.0,3.0,United States,,,North America
339,2010.0,316.0,Harry Triguboff,Australia,77.0,3.0,Australia,,,Oceania
340,2010.0,316.0,Wang Jianlin,China,56.0,3.0,China,,,Asia
341,2010.0,342.0,Elena Baturina,Russia,47.0,2.9,Russia,,,Asia
342,2010.0,342.0,Charles Cadogan & family,United Kingdom,73.0,2.9,United Kingdom,,,Europe
343,2010.0,342.0,Sergei Galitsky,Russia,42.0,2.9,Russia,,,Asia
344,2010.0,342.0,Mehmet Emin Karamehmet,Turkey,65.0,2.9,Turkey,,,Asia
345,2010.0,342.0,E. Stanley Kroenke,United States,62.0,2.9,United States,,,North America
346,2010.0,342.0,Barry Lam,Taiwan,60.0,2.9,Taiwan,,,Asia
347,2010.0,342.0,Kalanithi Maran,India,44.0,2.9,India,,,Asia
348,2010.0,342.0,Dmitry Pumpyansky,Russia,46.0,2.9,Russia,,,Asia
349,2010.0,342.0,Richard Schulze,United States,69.0,2.9,United States,,,North America
350,2010.0,342.0,Charoen Sirivadhanabhakdi,Thailand,65.0,2.9,Thailand,,,Asia
351,2010.0,342.0,John Sobrato & family,United States,70.0,2.9,United States,,,North America
352,2010.0,342.0,Ty Warner,United States,66.0,2.9,United States,,,North America
353,2010.0,354.0,Subhash Chandra,India,59.0,2.8,India,,,Asia
354,2010.0,354.0,Stanley Druckenmiller,United States,56.0,2.8,United States,,,North America
355,2010.0,354.0,Alexander Frolov,Russia,45.0,2.8,Russia,,,Asia
356,2010.0,354.0,Otto Happel,Germany,62.0,2.8,Switzerland,,,Europe
357,2010.0,354.0,Micky Jagtiani,India,58.0,2.8,United Arab Emirates,,,Asia
358,2010.0,354.0,Indu Jain,India,73.0,2.8,India,,,Asia
359,2010.0,354.0,Sergio Mantegazza,Switzerland,82.0,2.8,Switzerland,,,Europe
360,2010.0,354.0,Stephan Schmidheiny,Switzerland,62.0,2.8,Switzerland,,,Europe
361,2010.0,354.0,Roger Wang,United States,61.0,2.8,China,,,North America
362,2010.0,363.0,Nancy Walton Laurie,United States,58.0,2.7,United States,,,North America
363,2010.0,363.0,Heinz Hermann Thiele & family,Germany,68.0,2.7,Germany,,,Europe
364,2010.0,363.0,Joan Tisch,United States,84.0,2.7,United States,,,North America
365,2010.0,363.0,Steven Udvar-Hazy,United States,64.0,2.7,United States,,,North America
366,2010.0,367.0,Charles Dolan & family,United States,83.0,2.6,United States,,,North America
367,2010.0,367.0,Albert Frere,Belgium,84.0,2.6,Belgium,,,Europe
368,2010.0,367.0,Saleh Kamel,Saudi Arabia,68.0,2.6,Saudi Arabia,,,Asia
369,2010.0,367.0,Ronald Lauder,United States,66.0,2.6,United States,,,North America
370,2010.0,367.0,Mitchell Rales,United States,53.0,2.6,United States,,,North America
371,2010.0,367.0,Steven Rales,United States,58.0,2.6,United States,,,North America
372,2010.0,367.0,Sarik Tara,Turkey,79.0,2.6,Turkey,,,Asia
373,2010.0,374.0,David Azrieli & family,Canada,87.0,2.5,Canada,,,North America
374,2010.0,374.0,Leon Black,United States,58.0,2.5,United States,,,North America
375,2010.0,374.0,Edgar Bronfman Sr,United States,80.0,2.5,United States,,,North America
376,2010.0,374.0,Hubert Burda,Germany,70.0,2.5,Germany,,,Europe
377,2010.0,374.0,William Conway Jr,United States,60.0,2.5,United States,,,North America
378,2010.0,374.0,Daniel D'Aniello,United States,63.0,2.5,United States,,,North America
379,2010.0,374.0,Doris Fisher,United States,78.0,2.5,United States,,,North America
380,2010.0,374.0,Laurence Graff,United Kingdom,71.0,2.5,Switzerland,,,Europe
381,2010.0,374.0,William Hilton,United States,82.0,2.5,United States,,,North America
382,2010.0,374.0,Guy Laliberte,Canada,50.0,2.5,Canada,,,North America
383,2010.0,374.0,James Leprino,United States,72.0,2.5,United States,,,North America
384,2010.0,374.0,Liu Yonghao,China,58.0,2.5,China,,,Asia
385,2010.0,374.0,Lu Zhiqiang,China,58.0,2.5,China,,,Asia
386,2010.0,374.0,Najib Mikati,Lebanon,54.0,2.5,Lebanon,,,Asia
387,2010.0,374.0,Taha Mikati,Lebanon,61.0,2.5,Lebanon,,,Asia
388,2010.0,374.0,Robert Miller,Canada,64.0,2.5,Canada,,,North America
389,2010.0,374.0,David Murdock,United States,86.0,2.5,United States,,,North America
390,2010.0,374.0,Richard Rainwater,United States,65.0,2.5,United States,,,North America
391,2010.0,374.0,David Rubenstein,United States,60.0,2.5,United States,,,North America
392,2010.0,374.0,Naguib Sawiris,Egypt,55.0,2.5,Egypt,,,Africa
393,2010.0,374.0,David Shaw,United States,59.0,2.5,United States,,,North America
394,2010.0,374.0,Friede Springer,Germany,67.0,2.5,Germany,,,Europe
395,2010.0,374.0,David Sun,United States,58.0,2.5,United States,,,North America
396,2010.0,374.0,John Tu,United States,68.0,2.5,United States,,,North America
397,2010.0,374.0,Michael Ying,Hong Kong,60.0,2.5,Hong Kong,,,Asia
398,2010.0,374.0,Zhang Zhirong,Hong Kong,41.0,2.5,Hong Kong,,,Asia
399,2010.0,400.0,Mohammed Al Issa,Saudi Arabia,85.0,2.4,Saudi Arabia,,,Asia
400,2010.0,400.0,Vladimir Bogdanov,Russia,58.0,2.4,Russia,,,Asia
401,2010.0,400.0,Clive Calder,United Kingdom,63.0,2.4,Cayman Islands,,,Europe
402,2010.0,400.0,Mark Cuban,United States,51.0,2.4,United States,,,North America
403,2010.0,400.0,John Dorrance III,Ireland,66.0,2.4,Ireland,,,Europe
404,2010.0,400.0,Filaret Galchev,Russia,46.0,2.4,Russia,,,Asia
405,2010.0,400.0,John Gandel,Australia,75.0,2.4,Australia,,,Oceania
406,2010.0,400.0,Malcolm Glazer & family,United States,81.0,2.4,United States,,,North America
407,2010.0,400.0,Guo Guangchang,China,43.0,2.4,China,,,Asia
408,2010.0,400.0,Xiuli Hawken,United Kingdom,47.0,2.4,United Kingdom,,,Europe
409,2010.0,400.0,Manuel Jove,Spain,68.0,2.4,Spain,,,Europe
410,2010.0,400.0,Lu Guanqiu,China,65.0,2.4,China,,,Asia
411,2010.0,400.0,John Malone,United States,69.0,2.4,United States,,,North America
412,2010.0,400.0,Mario Moretti Polegato,Italy,57.0,2.4,Italy,,,Europe
413,2010.0,400.0,Sumner Redstone,United States,86.0,2.4,United States,,,North America
414,2010.0,400.0,Emanuele (Lino) Saputo,Canada,73.0,2.4,Canada,,,North America
415,2010.0,400.0,Dieter Schnabel,Germany,64.0,2.4,Germany,,,Europe
416,2010.0,400.0,Jeffrey Skoll,Canada,45.0,2.4,United States,,,North America
417,2010.0,400.0,Ronda Stryker,United States,55.0,2.4,United States,,,North America
418,2010.0,400.0,Oprah Winfrey,United States,56.0,2.4,United States,,,North America
419,2010.0,400.0,Zhu Yicai,China,46.0,2.4,China,,,Asia
420,2010.0,421.0,Saif Al Ghurair & family,United Arab Emirates,,2.3,United Arab Emirates,,,Asia
421,2010.0,421.0,Abdullah Al Rajhi,Saudi Arabia,,2.3,Saudi Arabia,,,Asia
422,2010.0,421.0,James Balsillie,Canada,49.0,2.3,Canada,,,North America
423,2010.0,421.0,David & Frederick Barclay,United Kingdom,76.0,2.3,United Kingdom,,,Europe
424,2010.0,421.0,Archie Aldis Emmerson,United States,80.0,2.3,United States,,,North America
425,2010.0,421.0,Gunter Herz,Germany,69.0,2.3,Germany,,,Europe
426,2010.0,421.0,Amos Hostetter Jr,United States,73.0,2.3,United States,,,North America
427,2010.0,421.0,Huang Rulun,China,58.0,2.3,China,,,Asia
428,2010.0,421.0,Lin Rong San,Taiwan,,2.3,Taiwan,,,Asia
429,2010.0,421.0,Wallace McCain,Canada,80.0,2.3,Canada,,,North America
430,2010.0,421.0,Patrice Motsepe,South Africa,48.0,2.3,South Africa,,,Africa
431,2010.0,421.0,Sean Quinn & family,Ireland,63.0,2.3,Ireland,,,Europe
432,2010.0,421.0,Johann Rupert & family,South Africa,59.0,2.3,South Africa,,,Africa
433,2010.0,421.0,Moise Safra,Brazil,75.0,2.3,Brazil,,,South America
434,2010.0,421.0,Leslie Wexner,United States,72.0,2.3,United States,,,North America
435,2010.0,421.0,Yeoh Tiong Lay & family,Malaysia,80.0,2.3,Malaysia,,,Asia
436,2010.0,437.0,Pierre Bellon & family,France,80.0,2.2,France,,,Europe
437,2010.0,437.0,Nicolas Berggruen,United States,48.0,2.2,United States,,,North America
438,2010.0,437.0,William Ding,China,38.0,2.2,China,,,Asia
439,2010.0,437.0,Richard Elman & family,United Kingdom,,2.2,Hong Kong,,,Europe
440,2010.0,437.0,Phillip Frost,United States,73.0,2.2,United States,,,North America
441,2010.0,437.0,Tom Gores,United States,45.0,2.2,United States,,,North America
442,2010.0,437.0,Mikhail Gutseriev,Russia,52.0,2.2,United Kingdom,,,Asia
443,2010.0,437.0,Daniela Herz,Germany,56.0,2.2,Germany,,,Europe
444,2010.0,437.0,Elie Horn,Brazil,64.0,2.2,Brazil,,,South America
445,2010.0,437.0,Alicia Koplowitz,Spain,55.0,2.2,Spain,,,Europe
446,2010.0,437.0,Mike Lazaridis,Canada,49.0,2.2,Canada,,,North America
447,2010.0,437.0,Mary Alice Dorrance Malone,United States,60.0,2.2,United States,,,North America
448,2010.0,437.0,Masahiro Miki,Japan,54.0,2.2,Japan,,,Asia
449,2010.0,437.0,George Mitchell,United States,90.0,2.2,United States,,,North America
450,2010.0,437.0,Kerr Neilson,Australia,60.0,2.2,Australia,,,Oceania
451,2010.0,437.0,Dinu Patriciu,Romania,59.0,2.2,Romania,,,Europe
452,2010.0,437.0,Sebastian Pinera,Chile,60.0,2.2,Chile,,,South America
453,2010.0,437.0,Julian Robertson Jr,United States,78.0,2.2,United States,,,North America
454,2010.0,437.0,David Rockefeller Sr,United States,94.0,2.2,United States,,,North America
455,2010.0,437.0,Alexandra Schorghuber,Germany,51.0,2.2,Germany,,,Europe
456,2010.0,437.0,Bruno Schroder & family,United Kingdom,77.0,2.2,United Kingdom,,,Europe
457,2010.0,437.0,Antonio Luiz Seabra,Brazil,67.0,2.2,United Kingdom,,,South America
458,2010.0,437.0,Peter Sondakh,Indonesia,58.0,2.2,Indonesia,,,Asia
459,2010.0,437.0,Glen Taylor,United States,68.0,2.2,United States,,,North America
460,2010.0,437.0,Olav Thon,Norway,86.0,2.2,Norway,,,Europe
461,2010.0,437.0,Albert von Thurn und Taxis,Germany,26.0,2.2,Germany,,,Europe
462,2010.0,463.0,Majid Al Futtaim,United Arab Emirates,,2.1,United Arab Emirates,,,Asia
463,2010.0,463.0,Carlo Benetton,Italy,66.0,2.1,Italy,,,Europe
464,2010.0,463.0,Gilberto Benetton,Italy,68.0,2.1,Italy,,,Europe
465,2010.0,463.0,Giuliana Benetton,Italy,72.0,2.1,Italy,,,Europe
466,2010.0,463.0,Luciano Benetton,Italy,74.0,2.1,Italy,,,Europe
467,2010.0,463.0,Dhanin Chearavanont,Thailand,70.0,2.1,Thailand,,,Asia
468,2010.0,463.0,Chu Lam Yiu,Hong Kong,41.0,2.1,Hong Kong,,,Asia
469,2010.0,463.0,Aliko Dangote,Nigeria,52.0,2.1,Nigeria,,,Africa
470,2010.0,463.0,Henry Hillman,United States,91.0,2.1,United States,,,North America
471,2010.0,463.0,H. Wayne Huizenga,United States,72.0,2.1,United States,,,North America
472,2010.0,463.0,Mohammed Ibrahim,United Kingdom,,2.1,United Kingdom,,,Europe
473,2010.0,463.0,H. Fisk Johnson,United States,51.0,2.1,United States,,,North America
474,2010.0,463.0,Imogene Powers Johnson,United States,80.0,2.1,United States,,,North America
475,2010.0,463.0,S. Curtis Johnson,United States,54.0,2.1,United States,,,North America
476,2010.0,463.0,Helen Johnson-Leipold,United States,53.0,2.1,United States,,,North America
477,2010.0,463.0,Winnie Johnson-Marquart,United States,50.0,2.1,United States,,,North America
478,2010.0,463.0,Jan Kulczyk,Poland,60.0,2.1,Poland,,,Europe
479,2010.0,463.0,Guilherme Peirao Leal,Brazil,59.0,2.1,Brazil,,,South America
480,2010.0,463.0,Sudhir & Samir Mehta,India,55.0,2.1,India,,,Asia
481,2010.0,463.0,Rubens Ometto Silveira Mello,Brazil,60.0,2.1,Brazil,,,South America
482,2010.0,463.0,A. Jerrold Perenchio,United States,79.0,2.1,United States,,,North America
483,2010.0,463.0,Ferit Sahenk,Turkey,46.0,2.1,Turkey,,,Asia
484,2010.0,463.0,Yitzhak Tshuva,Israel,61.0,2.1,Israel,,,Asia
485,2010.0,463.0,Murat Ulker,Turkey,50.0,2.1,Turkey,,,Asia
486,2010.0,463.0,William Wrigley Jr,United States,46.0,2.1,United States,,,North America
487,2010.0,488.0,Ali Ibrahim Agaoglu,Turkey,56.0,2.0,Turkey,,,Asia
488,2010.0,488.0,Lee Bass,United States,53.0,2.0,United States,,,North America
489,2010.0,488.0,Sid Bass,United States,67.0,2.0,United States,,,North America
490,2010.0,488.0,Charles Bronfman,Canada,78.0,2.0,Canada,,,North America
491,2010.0,488.0,Jack Dangermond,United States,65.0,2.0,United States,,,North America
492,2010.0,488.0,John de Mol,Netherlands,55.0,2.0,Netherlands,,,Europe
493,2010.0,488.0,Bennett Dorrance,United States,64.0,2.0,United States,,,North America
494,2010.0,488.0,Gustaf Douglas,Sweden,72.0,2.0,Sweden,,,Europe
495,2010.0,488.0,Philip Falcone,United States,46.0,2.0,United States,,,North America
496,2010.0,488.0,Philippe Foriel-Destezet,France,74.0,2.0,United Kingdom,,,Europe
497,2010.0,488.0,Robert Friedland,United States,59.0,2.0,Singapore,,,North America
498,2010.0,488.0,Gordon Getty,United States,76.0,2.0,United States,,,North America
499,2010.0,488.0,Jeffrey Greene,United States,55.0,2.0,United States,,,North America
500,2010.0,488.0,Kenneth Griffin,United States,41.0,2.0,United States,,,North America
501,2010.0,488.0,William Gross,United States,65.0,2.0,United States,,,North America
502,2010.0,488.0,Bruce Halle,United States,79.0,2.0,United States,,,North America
503,2010.0,488.0,Yusuf Hamied & family,India,73.0,2.0,India,,,Asia
504,2010.0,488.0,Timothy Headington,United States,59.0,2.0,United States,,,North America
505,2010.0,488.0,Diane Hendricks,United States,63.0,2.0,United States,,,North America
506,2010.0,488.0,Jeffrey Hildebrand,United States,51.0,2.0,United States,,,North America
507,2010.0,488.0,Stanley Ho & family,Hong Kong,88.0,2.0,Hong Kong,,,Asia
508,2010.0,488.0,Erman Ilicak,Turkey,43.0,2.0,Turkey,,,Asia
509,2010.0,488.0,Martha Ingram & family,United States,74.0,2.0,United States,,,North America
510,2010.0,488.0,Jeremy Jacobs Sr,United States,70.0,2.0,United States,,,North America
511,2010.0,488.0,Ihor Kolomoyskyy,Ukraine,47.0,2.0,Ukraine,,,Europe
512,2010.0,488.0,Esther Koplowitz,Spain,56.0,2.0,Spain,,,Europe
513,2010.0,488.0,Alexander Lebedev,Russia,50.0,2.0,Russia,,,Asia
514,2010.0,488.0,Patrick Lee,Hong Kong,,2.0,Hong Kong,,,Asia
515,2010.0,488.0,Lin Yu-lin,Taiwan,74.0,2.0,Taiwan,,,Asia
516,2010.0,488.0,Michael Milken,United States,63.0,2.0,United States,,,North America
517,2010.0,488.0,Shigenobu Nagamori,Japan,65.0,2.0,Japan,,,Asia
518,2010.0,488.0,Philip Niarchos,Greece,56.0,2.0,NA,,,Europe
519,2010.0,488.0,Gregorio Perez Companc & family,Argentina,75.0,2.0,Argentina,,,South America
520,2010.0,488.0,Peter Peterson,United States,83.0,2.0,United States,,,North America
521,2010.0,488.0,Cyrus Poonawalla,India,68.0,2.0,India,,,Asia
522,2010.0,488.0,Rajan Raheja & family,India,55.0,2.0,India,,,Asia
523,2010.0,488.0,Robert Rich Jr,United States,69.0,2.0,United States,,,North America
524,2010.0,488.0,Gina Rinehart,Australia,56.0,2.0,Australia,,,Oceania
525,2010.0,488.0,Phillip Ruffin,United States,75.0,2.0,United States,,,North America
526,2010.0,488.0,Filiz Sahenk,Turkey,43.0,2.0,Turkey,,,Asia
527,2010.0,488.0,Zygmunt Solorz-Zak,Poland,53.0,2.0,Poland,,,Europe
528,2010.0,488.0,Beny Steinmetz,Israel,53.0,2.0,Israel,,,Asia
529,2010.0,488.0,Keiichiro Takahara,Japan,79.0,2.0,Japan,,,Asia
530,2010.0,488.0,Tang Yiu & family,Hong Kong,,2.0,Hong Kong,,,Asia
531,2010.0,488.0,Donald Trump,United States,63.0,2.0,United States,,,North America
532,2010.0,488.0,Andreas von Bechtolsheim,Germany,54.0,2.0,United States,,,Europe
533,2010.0,488.0,Cher Wang & Wenchi Chen,Taiwan,52.0,2.0,Taiwan,,,Asia
534,2010.0,488.0,Zhang Xin & family,China,44.0,2.0,China,,,Asia
535,2010.0,536.0,David Bonderman,United States,67.0,1.9,United States,,,North America
536,2010.0,536.0,Thomas Bruch,Germany,59.0,1.9,Germany,,,Europe
537,2010.0,536.0,Alan Casden,United States,64.0,1.9,United States,,,North America
538,2010.0,536.0,Chen Yihong,China,52.0,1.9,China,,,Asia
539,2010.0,536.0,Cho Tak Wong & family,Hong Kong,63.0,1.9,China,,,Asia
540,2010.0,536.0,Ennio Doris & family,Italy,69.0,1.9,Italy,,,Europe
541,2010.0,536.0,Jean-Claude Gandur,Switzerland,61.0,1.9,United Kingdom,,,Europe
542,2010.0,536.0,Andrei Guriev,Russia,50.0,1.9,Russia,,,Asia
543,2010.0,536.0,Saad Hariri,Lebanon,39.0,1.9,Lebanon,,,Asia
544,2010.0,536.0,Masatoshi Ito,Japan,85.0,1.9,Japan,,,Asia
545,2010.0,536.0,Jess Jackson,United States,80.0,1.9,United States,,,North America
546,2010.0,536.0,Michael Jaharis,United States,81.0,1.9,United States,,,North America
547,2010.0,536.0,Jay Y. Lee,South Korea,41.0,1.9,South Korea,,,Asia
548,2010.0,536.0,Vincent Lo,Hong Kong,61.0,1.9,Hong Kong,,,Asia
549,2010.0,536.0,Florentino Perez,Spain,63.0,1.9,Spain,,,Europe
550,2010.0,536.0,Stewart Rahr,United States,64.0,1.9,United States,,,North America
551,2010.0,536.0,Walter Scott Jr,United States,78.0,1.9,United States,,,North America
552,2010.0,536.0,Sukanto Tanoto,Indonesia,60.0,1.9,Singapore,,,Asia
553,2010.0,536.0,Gennady Timchenko,Russia,57.0,1.9,Switzerland,,,Asia
554,2010.0,536.0,Albert Ueltschi,United States,92.0,1.9,United States,,,North America
555,2010.0,556.0,John Anderson,United States,92.0,1.8,United States,,,North America
556,2010.0,556.0,Jose Maria Aristrain,Spain,47.0,1.8,Spain,,,Europe
557,2010.0,556.0,Nadhmi Auchi,United Kingdom,72.0,1.8,United Kingdom,,,Europe
558,2010.0,556.0,Edward Bass,United States,65.0,1.8,United States,,,North America
559,2010.0,556.0,Peter Buck,United States,79.0,1.8,United States,,,North America
560,2010.0,556.0,John Caudwell,United Kingdom,57.0,1.8,United Kingdom,,,Europe
561,2010.0,556.0,Jim Davis & family,United States,66.0,1.8,United States,,,North America
562,2010.0,556.0,Fred DeLuca,United States,62.0,1.8,United States,,,North America
563,2010.0,556.0,Han Chang-Woo & family,Japan,79.0,1.8,Japan,,,Asia
564,2010.0,556.0,William Randolph Hearst III,United States,60.0,1.8,United States,,,North America
565,2010.0,556.0,Alan Howard,United Kingdom,46.0,1.8,United Kingdom,,,Europe
566,2010.0,556.0,Jerral Jones,United States,67.0,1.8,United States,,,North America
567,2010.0,556.0,Li Shufu,China,47.0,1.8,China,,,Asia
568,2010.0,556.0,Li Sze Lim,Hong Kong,53.0,1.8,China,,,Asia
569,2010.0,556.0,Andrei Molchanov,Russia,38.0,1.8,Russia,,,Asia
570,2010.0,556.0,Manuel Moroun,United States,82.0,1.8,United States,,,North America
571,2010.0,556.0,Or Wai Sheun,Hong Kong,58.0,1.8,Hong Kong,,,Asia
572,2010.0,556.0,Kjell Inge Rokke,Norway,51.0,1.8,Norway,,,Europe
573,2010.0,556.0,Wilbur Ross Jr,United States,72.0,1.8,United States,,,North America
574,2010.0,556.0,Monika Schoeller,Germany,71.0,1.8,Germany,,,Europe
575,2010.0,556.0,Frederick Smith,United States,65.0,1.8,United States,,,North America
576,2010.0,556.0,Sylvia Stroher,Germany,55.0,1.8,Germany,,,Europe
577,2010.0,556.0,Katsumi Tada,Japan,64.0,1.8,Japan,,,Asia
578,2010.0,556.0,Robert E Turner,United States,71.0,1.8,United States,,,North America
579,2010.0,556.0,Stefan von Holtzbrinck,Germany,46.0,1.8,Germany,,,Europe
580,2010.0,556.0,Zhang Li,China,57.0,1.8,China,,,Asia
581,2010.0,582.0,Semahat Arsel,Turkey,81.0,1.7,Turkey,,,Asia
582,2010.0,582.0,Henadiy Boholyubov,Ukraine,48.0,1.7,Ukraine,,,Europe
583,2010.0,582.0,Emilio Botin,Spain,75.0,1.7,Spain,,,Europe
584,2010.0,582.0,Austen Cargill II,United States,59.0,1.7,United States,,,North America
585,2010.0,582.0,James Cargill II,United States,60.0,1.7,United States,,,North America
586,2010.0,582.0,Mary Janet Cargill,United States,86.0,1.7,United States,,,North America
587,2010.0,582.0,Yan Cheung,China,53.0,1.7,China,,,Asia
588,2010.0,582.0,L. John Doerr,United States,58.0,1.7,United States,,,North America
589,2010.0,582.0,Israel Englander,United States,61.0,1.7,United States,,,North America
590,2010.0,582.0,Hans-Werner Hector,Germany,70.0,1.7,Germany,,,Europe
591,2010.0,582.0,Baba Kalyani,India,61.0,1.7,India,,,Asia
592,2010.0,582.0,Marianne Liebmann,United States,56.0,1.7,United States,,,North America
593,2010.0,582.0,Carl Lindner Jr & family,United States,90.0,1.7,United States,,,North America
594,2010.0,582.0,Liu Ming Chung,Brazil,47.0,1.7,Hong Kong,,,South America
595,2010.0,582.0,Friedhelm Loh,Germany,63.0,1.7,Germany,,,Europe
596,2010.0,582.0,Clayton Mathile,United States,69.0,1.7,United States,,,North America
597,2010.0,582.0,Charles Munger,United States,86.0,1.7,United States,,,North America
598,2010.0,582.0,Axel Oberwelland,Germany,43.0,1.7,Germany,,,Europe
599,2010.0,582.0,Henry Samueli,United States,55.0,1.7,United States,,,North America
600,2010.0,582.0,Melker Schorling,Sweden,62.0,1.7,Sweden,,,Europe
